철도운영기관명,운영노선,역 종류,역 번호,역명(한글),역명(영어),역명(로마자),역명(일본어),역명(중국어간체),역명(중국어번체),역명(부역명),환승역 여부,환승노선명,유실물 취급여부,안전발판 유무,스크린도어 설치유무,승강장 연결여부,승강장 유형,역 위치(경도),역 위치(위도),역 주소(지번주소),역 주소(도로명 주소),역사 전화번호,신설일자,폐지일자,상행거리,하행거리,데이터 기준일자,참고사항,
부산교통공사,1호선,도시/광역철도,198,신장림,Sinjangnim,,新長林,新长林,,,불가능,,없음,없음,있음,없음,상대식,128.977041,35.074433,,부산광역시시 사하구 다대로 지하 310,1544-5005,20170420,,1.2,0.8,20251231,,
부산교통공사,1호선,도시/광역철도,199,장림,Jangnim,,長 林,长 林,,,불가능,,없음,없음,있음,없음,상대식,128.9775,35.08109,,부산시 사하구 다대로 지하 230 장림역,1544-5005,20170420,,0.8,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,201,장산(해운대백병원),Jangsan,,萇山,苌山,,해운대백병원,불가능,,없음,없음,있음,있음,상대식,129.176986,35.169914,,부산광역시 해운대구 해운대로 지하 820,1544-5005,20020829,,,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,202,중동,Jung-dong,,中洞,中洞,,,불가능,,없음,없음,있음,없음,상대식,129.168604,35.1667,,부산광역시 해운대구 해운대로 지하 730,1544-5005,20020829,,0.9,1.0,20251231,,
부산교통공사,2호선,도시/광역철도,203,해운대(해운대부민병원),Haeundae,,海雲台,海云台,,해운대부민병원,불가능,,없음,없음,있음,있음,상대식,129.158908,35.163672,,부산광역시 해운대구 해운대로 지하 626,1544-5005,20020829,,1.0,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,204,동백,Dongbaek,,冬柏,冬柏,,,불가능,,없음,없음,있음,없음,상대식,129.147897,35.161484,,부산광역시 해운대구 해운대로 지하 522,1544-5005,20020829,,1.1,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,205,벡스코(시립미술관),BEXCO,,ベクスコ,해당없음,,시립미술관　,가능,"2호선, 동해선",없음,없음,있음,없음,상대식,129.138933,35.168844,,부산광역시 해운대구 해운대로 지하 396,1544-5005,20020829,,1.1,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,206,센텀시티(벡스코),Centum City,,センタムシティ,해당없음,,벡스코,불가능,,없음,없음,있음,없음,상대식,129.131745,35.168827,,부산광역시 센텀남대로 지하 76,1544-5005,20020829,,0.8,1.0,20251231,,
부산교통공사,2호선,도시/광역철도,207,민락,Millak,,民楽,民乐,,,불가능,,없음,없음,있음,없음,상대식,129.121909,35.167228,,부산광역시 수영구 수영로 지하 769(수영동),1544-5005,20020829,,1.0,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,208,수영,Suyeong,,水営,水营,,,가능,"2호선, 3호선",없음,없음,있음,있음,섬식,129.114713,35.165227,,부산광역시 수영구 수영로 지하 677(광안동),1544-5005,20020829,,0.9,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,209,광안(박원욱병원),Gwangan,,広安,广安,,박원욱병원,불가능,,없음,없음,있음,있음,상대식,129.113168,35.157916,,부산광역시 수영구 수영로 지하 576(광안동),1544-5005,20020116,,0.9,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,210,금련산,Geumnyeonsan,,金蓮山,金莲山,,,불가능,,없음,없음,있음,있음,상대식,129.110961,35.149771,,부산광역시 수영구 수영로 지하 482(남천동),1544-5005,20010808,,0.9,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,211,남천(KBS·수영구청),Namcheon,,南川,南川,,KBS·수영구청,불가능,,없음,없음,있음,있음,상대식,129.107978,35.142139,,부산광역시 수영구 수영로 지하 410(남천동),1544-5005,20010808,,0.9,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,212,경성대ㆍ부경대(동명대학교),KyungsungUnivㆍ·PukyongNat'lUniv.,,慶星大学·釜慶大学,庆星大学·釜庆大学,,동명대학교,불가능,,없음,없음,있음,있음,상대식,129.100548,35.137585,,부산광역시 남구 수영로 지하 324,1544-5005,20010808,,0.8,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,213,대연(부산고려병원),Daeyeon,,大淵,大渊,,부산고려병원,불가능,,없음,없음,있음,있음,상대식,129.092161,35.135153,,부산광역시 남구 수영로 지하 242,1544-5005,20010808,,0.9,0.7,20251231,,
부산교통공사,2호선,도시/광역철도,214,못골(남구청),Motgol,,モッコル,池谷,,남구청,불가능,,없음,없음,있음,있음,상대식,129.084415,35.134731,,부산광역시 남구 수영로 지하 170,1544-5005,20010808,,0.7,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,215,지게골,Jigegol,,チゲゴル,支架谷,,,불가능,,없음,없음,있음,있음,상대식,129.074365,35.135574,,부산광역시 남구 수영로 지하 70,1544-5005,20010808,,0.9,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,216,문현,Munhyeon,,門峴,门岘,,,불가능,,없음,없음,있음,있음,섬식,129.067399,35.139151,,부산광역시 남구 전포대로 지하 17,1544-5005,20010808,,0.9,0.7,20251231,,
부산교통공사,2호선,도시/광역철도,217,"국제금융센터ㆍ부산은행
(연세미래IFC의원부설검진센터)",BusanInt'l FinanceCenter·BusanBank,,釜山国際金融センター·釜山銀行 ,釜山国际金融中心·釜山银行,,"연세미래IFC의원
부설검진센터",불가능,,없음,없음,있음,있음,섬식,129.066755,35.145817,,부산광역시 남구 전포대로 지하 97,1544-5005,20010808,,0.7,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,218,전포,Jeonpo,,田浦,田浦,,,불가능,,없음,없음,있음,있음,상대식,129.065374,35.153102,,부산광역시 부산진구 전포대로 지하 181,1544-5005,20010808,,0.8,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,219,서면(청맥병원),Seomyeon,,西面,西面,,청맥병원,가능,"1호선, 2호선",있음,없음,있음,있음,섬식,129.059084,35.15774,,부산광역시 부산진구 중앙대로 지하 730,1544-5005,19990630,,1.1,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,220,부암(온병원),Buam,,釜岩,釜岩,,온병원,불가능,,없음,없음,있음,있음,상대식,129.050185,35.157444,,부산광역시 부산진구 가야대로 지하 719,1544-5005,19990630,,0.8,0.7,20251231,,
부산교통공사,2호선,도시/광역철도,221,가야,Gaya,,伽倻,伽倻,,,불가능,,없음,없음,있음,있음,상대식,129.042817,35.155883,,부산광역시 부산진구 가야대로 지하 650,1544-5005,19990630,,0.7,0.9,20251231,,
부산교통공사,2호선,도시/광역철도,222,동의대,Dongeui Univ.,,東義大学,东义大学,,,불가능,,없음,없음,있음,있음,상대식,129.03275,35.153986,,부산광역시 부산진구 가야대로 지하 554,1544-5005,19990630,,0.9,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,223,개금(부산백병원),Gaegeum,,開琴,开琴,,부산백병원　,불가능,,없음,없음,있음,있음,상대식,129.020533,35.153284,,부산광역시 부산진구 가야대로 지하 442,1544-5005,19990630,,1.1,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,224,냉정,Naengjeong,,冷井,冷井,,,불가능,,없음,없음,있음,없음,상대식,129.012255,35.151254,,부산광역시 사상구 가야대로 지하 362-1,1544-5005,19990630,,0.8,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,225,주례,Jurye,,周礼,周礼,,,불가능,,없음,없음,있음,없음,상대식,129.003077,35.150508,,부산광역시 사상구 가야대로 지하 292,1544-5005,19990630,,0.8,1.2,20251231,,
부산교통공사,2호선,도시/광역철도,226,"감전(사상구청, 한국건강관리협회)",Gamjeon,,甘田,甘田,,"사상구청,한국건강관리협회",불가능,,없음,없음,있음,없음,상대식,128.991146,35.155528,,부산광역시 사상구 사상로 지하 93-1,1544-5005,19990630,,1.2,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,227,사상(서부터미널),Sasang,,沙上,沙上,,서부터미널,가능,"2호선, 부산김해경전철",없음,없음,있음,없음,상대식,128.984621,35.162361,,부산광역시 사상구 사상로 지하 203,1544-5005,19990630,,1.1,1.2,20251231,,
부산교통공사,2호선,도시/광역철도,228,덕포(부산도서관),Deokpo,,徳浦,德浦,,부산도서관,불가능,,없음,없음,있음,없음,상대식,128.983955,35.173754,,부산광역시 사상구 사상로 지하 320-1,1544-5005,19990630,,1.2,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,229,모덕,Modeok,,毛徳,毛德,,,불가능,,없음,없음,있음,없음,상대식,128.985621,35.180366,,부산광역시 사상구 사상로 지하 409,1544-5005,19990630,,0.8,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,230,모라,Mora,,毛羅,毛罗,,,불가능,,없음,없음,있음,없음,상대식,128.988655,35.189663,,부산광역시 사상구 사상로 지하 498,1544-5005,19990630,,1.1,1.0,20251231,,
부산교통공사,2호선,도시/광역철도,231,구남,Gunam,,亀南,龟南,,,불가능,,없음,없음,있음,없음,상대식,128.994928,35.196804,,부산광역시 북구 백양대로 지하1026,1544-5005,19990630,,1.0,0.8,20251231,,
부산교통공사,2호선,도시/광역철도,232,구명,Gumyeong,,亀明,龟明,,,불가능,,없음,없음,있음,없음,상대식,128.999322,35.20252,,부산광역시 북구 백양대로 지하1094,1544-5005,19990630,,0.8,1.2,20251231,,
부산교통공사,2호선,도시/광역철도,233,덕천,Deokcheon,,徳川,德川,,,가능,"2호선, 3호선",없음,없음,있음,있음,상대식,129.005673,35.210219,,부산광역시 북구 금곡대로 지하14,1544-5005,19990630,,1.2,1.5,20251231,,
부산교통공사,2호선,도시/광역철도,234,수정(방송통신대),Sujeong,,水亭,水亭,,방송통신대,불가능,,없음,없음,있음,없음,상대식,129.009198,35.223356,,부산광역시 북구 금곡대로 지하160,1544-5005,19990630,,1.5,1.5,20251231,,
부산교통공사,2호선,도시/광역철도,235,화명(더퍼스트피부과의원),Hwamyeong,,華明,华明,,더퍼스트피부과의원,불가능,,없음,없음,있음,없음,상대식,129.013918,35.236278,,부산광역시 북구 금곡대로 지하311,1544-5005,19990630,,1.5,1.2,20251231,,
부산교통공사,2호선,도시/광역철도,236,율리,Yulli,,栗里,栗里,,,불가능,,없음,없음,있음,없음,상대식,129.012918,35.246714,,부산광역시 북구 금곡대로 지하440,1544-5005,19990630,,1.2,1.4,20251231,,
부산교통공사,2호선,도시/광역철도,237,동원,Dongwon,,東院,东院,,,불가능,,없음,없음,있음,있음,상대식,129.012392,35.258656,,부산광역시 북구 금곡대로 575,1544-5005,19990630,,1.4,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,238,금곡,Geumgok,,金谷,金谷,,,불가능,,없음,없음,있음,없음,상대식,129.0169054,35.267248,,부산광역시 북구 금곡대로 685,1544-5005,19990630,,1.1,1.5,20251231,,
부산교통공사,2호선,도시/광역철도,239,호포,Hopo,,湖浦,湖浦,,,불가능,,없음,없음,있음,있음,섬식,129.017097,35.280406,,경남 양산시 동면 양산대로 62번,1544-5005,19990630,,1.5,3.5,20251231,,
부산교통공사,2호선,도시/광역철도,240,증산,Jeungsan,,甑山,甑山,,,불가능,,없음,없음,있음,없음,상대식,129.010246,35.308302,,경남 양산시 물금읍 메기로 168번,1544-5005,20080110,,3.5,1.0,20251231,,
부산교통공사,2호선,도시/광역철도,241,부산대양산캠퍼스,PusanNat'lUniv. YangsanCampus,,釜山大学梁山キャンパス,釜山大学梁山分校,,,불가능,,없음,없음,있음,있음,상대식,129.0139408,35.316955,,경남 양산시 물금읍 메기로 270번,1544-5005,20080110,,1.0,1.1,20251231,,
부산교통공사,2호선,도시/광역철도,242,남양산(범어),Namyangsan,,南梁山,南梁山,,범어,불가능,,없음,없음,있음,있음,상대식,129.019457,35.325359,,경남 양산시 동면 메기로 380번,1544-5005,20080110,,1.1,1.6,20251231,,
부산교통공사,2호선,도시/광역철도,243,양산(시청),Yangsan,,梁山,梁山 ,,시청,불가능,,없음,없음,있음,없음,상대식,129.026391,35.33872773,,경남 양산시 강변로 441번,1544-5005,20080110,,1.6,,20251231,,
부산교통공사,3호선,도시/광역철도,301,수영,Suyeong,,水営,水营,,,가능,"2호선, 3호선",없음,없음,있음,있음,상대식,129.11459,35.167753,,부산광역시 수영구 수영로 지하 677(광안동),1544-5005,20051128,,,1.0,20251231,,
부산교통공사,3호선,도시/광역철도,302,망미(병무청),Mangmi,,望美,望美,,병무청,불가능,,없음,없음,있음,있음,상대식,129.108225,35.171528,,부산광역시 수영구 연수로 지하 337(망미동),1544-5005,20051128,,1.0,1.2,20251231,,
부산교통공사,3호선,도시/광역철도,303,배산,Baesan,,盃山,杯山,,,불가능,,없음,없음,있음,있음,상대식,129.095498,35.173504,,부산광역시 연제구 연수로 지하 229,1544-5005,20051128,,1.2,1.1,20251231,,
부산교통공사,3호선,도시/광역철도,304,물만골,Mulmangol,,ムルマンゴル,水满谷,,,불가능,,없음,없음,있음,있음,상대식,129.085748,35.176808,,부산광역시 연제구 월드컵대로 지하 23,1544-5005,20051128,,1.1,1.1,20251231,,
부산교통공사,3호선,도시/광역철도,305,연산,Yeonsan,,蓮山,莲山,,,가능,"1호선, 3호선",없음,없음,있음,있음,상대식,129.081526,35.186173,,부산광역시 연제구 중앙대로 지하 1101,1544-5005,20051128,,1.1,0.7,20251231,,
부산교통공사,3호선,도시/광역철도,306,거제(법원 · 검찰청),Geoje,,巨堤,巨堤,,법원·검찰청,가능,"3호선, 동해선",없음,없음,있음,있음,상대식,129.073941,35.188589,,부산광역시 연제구 월드컵대로 지하 209,1544-5005,20051128,,0.7,0.7,20251231,,
부산교통공사,3호선,도시/광역철도,307,종합운동장(빅토리움),Sports Complex,,総合運動場,综合运动场,,,불가능,,없음,있음,있음,있음,상대식,129.067504,35.19125,,부산광역시 연제구 아시아드대로 지하 73,1544-5005,20051128,,0.7,0.8,20251231,,
부산교통공사,3호선,도시/광역철도,308,사직,Sajik,,社稷,社稷,,,불가능,,없음,없음,있음,없음,상대식,129.064996,35.198998,,부산광역시 동래구 아시아드대로 지하 153,1544-5005,20051128,,0.8,0.8,20251231,,
부산교통공사,3호선,도시/광역철도,309,미남,Minam,,美南,美南,,,가능,"3호선, 4호선",없음,없음,있음,있음,섬식,129.068061,35.205503,,부산광역시 동래구 아시아드대로 지하 232,1544-5005,20051128,,0.8,3.3,20251231,,
부산교통공사,3호선,도시/광역철도,310,만덕,Mandeok,,万徳,万德,,,불가능,,없음,없음,있음,있음,섬식,129.036527,35.213,,부산광역시 북구 만덕대로 지하291,1544-5005,20051128,,3.3,1.2,20251231,,
부산교통공사,3호선,도시/광역철도,311,남산정(부산폴리텍대학),Namsanjeong,,南山亭,南山亭,,부산폴리텍대학,불가능,,없음,없음,있음,없음,상대식,129.023928,35.21334,,부산광역시 북구 만덕대로 지하179,1544-5005,20051128,,1.2,1.0,20251231,,
부산교통공사,3호선,도시/광역철도,312,숙등(부민병원),Sukdeung,,淑嶝,淑嶝,,부민병원,불가능,,없음,없음,있음,없음,상대식,129.012749,35.21197,,부산광역시 북구 만덕대로 지하79,1544-5005,20051128,,1.0,0.7,20251231,,
부산교통공사,3호선,도시/광역철도,313,덕천,Deokcheon,,徳川,德川,,,가능,"2호선, 3호선",없음,없음,있음,있음,섬식,129.005671,35.210215,,부산광역시 북구 금곡대로 지하14,1544-5005,20051128,,0.7,1.0,20251231,,
부산교통공사,3호선,도시/광역철도,314,구포,Gupo,,亀浦,龟浦,,,불가능,,없음,없음,있음,없음,상대식,128.996366,35.206697,,부산광역시 북구 낙동대로 1697,1544-5005,20051128,,1.0,1.6,20251231,,
부산교통공사,3호선,도시/광역철도,315,강서구청,Gangseo-gu Office,,江西区庁,江西区厅,,,불가능,,없음,없음,있음,없음,상대식,128.981756,35.211247,,부산광역시 강서구 낙동북로 485,1544-5005,20051128,,1.6,1.1,20251231,,
부산교통공사,3호선,도시/광역철도,316,체육공원,Sports Park,,体育公園,体育公园,,,불가능,,없음,없음,있음,있음,상대식,128.9696515,35.212577,,부산광역시 강서구 낙동북로 371,1544-5005,20051128,,1.1,0.8,20251231,,
부산교통공사,3호선,도시/광역철도,317,대저,Daejeo,,大渚,大渚,,,가능,"3호선, 부산김해경전철",없음,없음,있음,있음,섬식,128.9610488,35.213386,,부산광역시 강서구 낙동북로 295,1544-5005,20051128,,0.8,,20251231,,
부산교통공사,4호선,도시/광역철도,401,미남,Minam,,美南,美南,,,가능,"3호선, 4호선",없음,없음,있음,있음,섬식,129.069172,35.207116,,부산광역시 동래구 아시아드대로 지하 232,1544-5005,20110330,,,1.1,20251231,,
부산교통공사,4호선,도시/광역철도,402,동래,Dongnae,,東莱,东莱,,,가능,"1호선, 4호선",없음,없음,있음,있음,상대식,129.077082,35.204834,,부산광역시 동래구 충렬대로 지하 147,1544-5005,20110330,,1.1,0.6,20251231,,
부산교통공사,4호선,도시/광역철도,403,수안,Suan,,寿安,寿安,,,불가능,,없음,없음,있음,있음,상대식,129.083806,35.201828,,부산광역시 동래구 충렬대로 지하 223,1544-5005,20110330,,0.6,0.7,20251231,,
부산교통공사,4호선,도시/광역철도,404,낙민,Nangmin,,楽民,乐民,,,불가능,,없음,없음,있음,있음,섬식,129.090774,35.200254,,부산광역시 동래구 충렬대로 지하 285,1544-5005,20110330,,0.7,0.7,20251231,,
부산교통공사,4호선,도시/광역철도,405,충렬사(안락),Chungnyeolsa,,忠烈祠,忠烈祠,,안락,불가능,,없음,없음,있음,있음,상대식,129.097636,35.199859,,부산광역시 동래구 반송로 지하 205,1544-5005,20110330,,0.7,0.7,20251231,,
부산교통공사,4호선,도시/광역철도,406,명장,Myeongjang,,鳴蔵,鸣藏,,,불가능,,없음,없음,있음,있음,상대식,129.101517,35.205143,,부산광역시 동래구 반송로 지하 281,1544-5005,20110330,,0.7,1.1,20251231,,
부산교통공사,4호선,도시/광역철도,407,서동(세웅병원),Seo-dong,,書洞,书洞,,세웅병원,불가능,,없음,없음,있음,있음,상대식,129.107683,35.213333,,부산광역시 금정구 반송로 387(서동),1544-5005,20110330,,1.1,0.8,20251231,,
부산교통공사,4호선,도시/광역철도,408,금사,Geumsa,,錦糸,锦丝,,,불가능,,없음,없음,있음,있음,섬식,129.115153,35.215829,,부산광역시 금정구 반송로 465(금사동),1544-5005,20110330,,0.8,0.8,20251231,,
부산교통공사,4호선,도시/광역철도,409,반여농산물시장,Banyeo Agricultural Market,,盤如農産物市場,盘如农产品市场,,,불가능,,없음,없음,있음,있음,상대식,129.124061,35.217779,,부산광역시 해운대구 반송로 550,1544-5005,20110330,,0.8,1.2,20251231,,
부산교통공사,4호선,도시/광역철도,410,석대,Seokdae,,石坮,石坮,,,불가능,,없음,없음,있음,있음,섬식,129.137179,35.21811162,,부산광역시 해운대구 석대천로 121,1544-5005,20110330,,1.2,1.3,20251231,,
부산교통공사,4호선,도시/광역철도,411,영산대(아랫반송),Youngsan Univ.,,霊山大学,灵山大学,,아랫반송,불가능,,없음,없음,있음,있음,섬식,129.146149,35.225777,,부산광역시 해운대구 반송로 803,1544-5005,20110330,,1.3,1.2,20251231,,
부산교통공사,4호선,도시/광역철도,412,윗반송,Witbansong,,ウィッパンソン,上盘松,,,불가능,,없음,없음,있음,있음,섬식,129.154024,35.232506,,부산광역시 해운대구 반송로 917,1544-5005,20110330,,1.2,0.7,20251231,,
부산교통공사,4호선,도시/광역철도,413,고촌,Gochon,,古村,古村,,,불가능,,없음,없음,있음,있음,섬식,129.1604437,35.236031,,부산광역시 기장군 철마면 반송로 991,1544-5005,20110330,,0.7,1.1,20251231,,
부산교통공사,4호선,도시/광역철도,414,안평(고촌주택단지),Anpyeong,,安平,安平,,고촌주택단지,불가능,,없음,없음,있음,있음,섬식,129.171823,35.237363,,부산광역시 기장군 철마면 반송로 1001,1544-5005,20110330,,1.1,,20251231,,
부산김해경전철,부산김해선,도시/광역철도,0101,사상,Sasang,Sasang,沙上,沙上(西部客运站),沙上,서부터미넑,가능,부산교통공사 2호선,없음,,있음,있음,상대식,128.9859407570,35.1623018019,,부산광역시 사상구 광장로 83,055-310-9601,,,-,0.729,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0102,괘법르네시떼,Gwaebeop Renecite,Gwaebeop Renecite,掛法ルネシテ(江辺公園),挂法Renecite(江边公园),,강변공원,불가능,,없음,,있음,있음,상대식,128.9776836014,35.1632615956,,부산광역시 사상구 광장로 9,055-310-9602,,,0.729,2.266,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0103,서부산유통지구,Seobusan Yutongjigu,Seobusan Yutongjigu,西釜山流通地区(錦湖マウル),西釜山流通地区(锦湖村),,"금호마을, 에어부산",불가능,,없음,,있음,있음,상대식,128.9548881388,35.1664020385,,부산광역시 강서구 유통단지 1로 57번길 7,055-310-9603,,,2.266,0.905,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0104,공항,Gimhae Int'l Airport,Gimhae Int'l Airport,空港,机场,,,불가능,,없음,,있음,있음,상대식,128.9485868461,35.1719068103,,부산광역시 강서구 공항진입로 165,055-310-9604,,,0.905,1.332,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0105,덕두,Deokdu,Deokdu,德斗,德斗,,,불가능,,없음,,있음,있음,상대식,128.9541983025,35.1820003381,,부산광역시 강서구 경전철로 10,055-310-9605,,,1.332,1.849,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0106,등구,Deunggu,Deunggu,登亀,登龟,,,불가능,,없음,,있음,있음,상대식,128.9635989995,35.1961434172,,부산광역시 강서구 경전철로 194,055-310-9606,,,1.849,2.059,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0107,대저,Daejeo,Daejeo,大渚,大渚,大渚,,가능,부산교통공사 3호선,없음,,있음,있음,상대식,128.9605622452,35.2130661412,,부산광역시 강서구 낙동북로 294,055-310-9607,,,2.059,0.903,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0108,평강,Pyeonggang,Pyeonggang,平江,平江,,,불가능,,없음,,있음,있음,상대식,128.9508848930,35.2142567092,,부산광역시 강서구 낙동북로 203,055-310-9608,,,0.903,1.198,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0109,대사,Daesa,Daesa,大沙,大沙,,,불가능,,있음,,있음,있음,상대식,128.9384172391,35.2176572092,,부산광역시 강서구 낙동북로 82,055-310-9609,,,1.198,1.088,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0110,불암,Buram,Buram,仏岩,佛岩,,,불가능,,없음,,있음,있음,상대식,128.9278930774,35.2221625997,,경상남도 김해시 김해대로 2787,055-310-9610,,,1.088,0.705,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0111,지내,Jinae,Jinae,池内,池內,,,불가능,,없음,,있음,있음,상대식,128.9237212973,35.2275007024,,경상남도 김해시 김해대로 2718,055-310-9611,,,0.705,0.8,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0112,김해대학,Gimhae College,Gimhae College,金海大学(安洞),金海大学(安洞),,안동,불가능,,없음,,있음,있음,상대식,128.9156126451,35.2289957963,,경상남도 김해시 김해대로 2641,055-310-9612,,,0.8,1.267,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0113,인제대,Inje Univ.,Inje Univ.,仁済大学 (活川),仁济大学 (活川),,활천,불가능,,없음,,있음,있음,상대식,128.9017359525,35.2280994658,,경상남도 김해시 김해대로 2515,055-310-9613,,,1.267,1.037,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0114,김해시청,Gimhae City Hall,Gimhae City Hall,金海市庁,金海市厅,,,불가능,,없음,,있음,있음,상대식,128.8904106972,35.2271030385,,경상남도 김해시 김해대로 2408,055-310-9614,,,1.037,0.597,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0115,부원,Buwon,Buwon,府院,府院,,최안과의원,불가능,,없음,,있음,있음,상대식,128.8838996774,35.2264662369,,경상남도 김해시 김해대로 2350,055-310-9615,,,0.597,0.975,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0116,봉황,Bonghwang,Bonghwang,ポンファン,凤凰(金海旅客客运站),,김해여객터미널,불가능,,없음,,있음,있음,상대식,128.8743069488,35.2272675650,,경상남도 김해시 김해대로 2249,055-310-9616,,,0.975,0.653,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0117,수로왕릉,Royal Tomb of King Suro,Royal Tomb of King Suro,首露王陵,首露王陵,,김해보건소,불가능,,없음,,있음,있음,상대식,128.8721409276,35.2328214954,,경상남도 김해시 김해대로 2181,055-310-9617,,,0.653,0.807,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0118,박물관,Gimhae National Museum,Gimhae National Museum,博物館,博物馆,,,불가능,,없음,,있음,있음,상대식,128.8718627711,35.2400646663,,경상남도 김해시 김해대로 2103,055-310-9618,,,0.807,1.118,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0119,연지공원,Yeonji Park,Yeonji Park,蓮池公園,莲池公园,,,불가능,,없음,,있음,있음,상대식,128.8692908342,35.2496576259,,경상남도 김해시 해반천로 5,055-310-9619,,,1.118,1.177,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0120,장신대,Presbyterian Univ.,Presbyterian Univ.,長神大学(花亭),长神大学(花亭),,"화정,강일병원",불가능,,없음,,있음,있음,상대식,128.8671141931,35.2595564155,,경상남도 김해시 해반천로 129,055-310-9620,,,1.177,0.896,20250531,,
부산김해경전철,부산김해선,도시/광역철도,0121,가야대,Kaya Univ.,Kaya Univ.,加倻大学(三溪),加倻大学(三溪),,삼계,불가능,,없음,,있음,있음,상대식,128.8650703496,35.2667272134,,경상남도 김해시 해반천로 211,055-310-9621,,,0.896,-,20250531,,
서울교통공사,1호선,도시/광역철도,150,서울역,Seoul Station,,ソウルヨク,首尔站,,,O,"4호선, 공항철도, 경의중앙선",없음,있음,있음,,섬식,126.972533,37.55315,서울특별시 중구 남대문로5가 73-6 서울역(1호선),서울특별시 중구 세종대로 지하2(남대문로 5가),02-6110-1331,19740815,,1.1,1.1,20251231,,
서울교통공사,1호선,도시/광역철도,151,시청,City Hall,,シチョン,市厅,,,O,2호선,있음,있음,있음,,섬식,126.975407,37.56359,서울특별시 중구 정동 5-5 시청역(1호선),서울특별시 중구 세종대로 지하101(정동),02-6110-1321,19740815,,1,1,20251231,,
서울교통공사,1호선,도시/광역철도,152,종각,Jonggak,,チョンガク,钟阁,,,,,없음,있음,있음,,상대식,126.983116,37.570203,서울특별시 종로구 종로1가 54 종각역(1호선),서울특별시 종로구 종로 지하55(종로1가),02-6110-1311,19740815,,0.8,0.8,20251231,,
서울교통공사,1호선,도시/광역철도,153,종로3가,Jongno 3(sam)ga,,チョンノサムガ,钟路三街,,,O,"3호선, 5호선",없음,있음,있음,,상대식,126.992095,37.570429,서울특별시 종로구 종로3가 10-5 종로3가역(1호선),서울특별시 종로구 종로 지하129(종로3가),02-6110-1301,19740815,,0.9,0.9,20251231,,
서울교통공사,1호선,도시/광역철도,154,종로5가,Jongno 5(o)ga,,チョンノオガ,钟路五街,,,,,없음,있음,있음,,상대식,127.0019,37.570971,서울특별시 종로구 종로5가 82-1 종로5가역(1호선),서울특별시 종로구 종로 지하216(종로5가),02-6110-1291,19740815,,0.8,0.8,20251231,,
서울교통공사,1호선,도시/광역철도,155,동대문,Dongdaemun,,トンデムン,东大门,,,O,4호선,없음,있음,있음,,상대식,127.00789,37.565145,서울특별시 종로구 창신동 492-1 동대문역(1호선),서울특별시 종로구 종로 지하302(창신동),02-6110-1281,19740815,,0.6,0.6,20251231,,
서울교통공사,1호선,도시/광역철도,156,신설동,Sinseoldong,,シンソルトン,新设洞,,,O,"2호선(지선), 우이신설선",없음,있음,있음,,상대식,127.02471,37.576117,서울특별시 동대문구 신설동 76-5 신설동역(1호선),서울특별시 동대문구 왕산로 지하1(신설동),02-6110-1261,19740815,,0.9,0.9,20251231,,
